Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Blinkit,3.3,"Delivery was smooth, food was fresh.",29,Kolkata,Essentials,Positive,Medium,No,In Stock,5,Incorrect
Swiggy Instamart,4.1,"Fast and reliable delivery, great service!",26,Pune,Pharmacy,Positive,Medium,No,Out of Stock,4,Incorrect
JioMart,3.6,"Order was fine, delivery was slightly late.",32,Delhi,Food,Neutral,Low,No,Out of Stock,4,Correct
Swiggy Instamart,3.2,"Items were delivered, no major problems.",32,Delhi,Grocery,Neutral,Low,Yes,In Stock,4,Correct
Zepto,3.9,"Delivery was okay, tracking wasn’t great.",24,Jaipur,Essentials,Neutral,Low,No,In Stock,3,Incorrect
JioMart,4.7,"Perfect service, no issues, highly recommend.",30,Mumbai,Essentials,Positive,Medium,Yes,In Stock,4,Correct
Blinkit,3.5,"Items were delivered, no major problems.",34,Kolkata,Electronics,Neutral,Low,No,In Stock,3,Incorrect
JioMart,1.6,Late delivery and poor communication throughout.,35,Kolkata,Pharmacy,Negative,Low,Yes,In Stock,1,Correct
JioMart,3.0,"Delivery was okay, but updates were slow.",27,Delhi,Pharmacy,Neutral,High,Yes,In Stock,4,Correct
Swiggy Instamart,1.7,"Food arrived soggy, terrible quality control.",35,Jaipur,Grocery,Negative,High,No,Out of Stock,1,Correct
Zepto,1.8,"Service was slow, items were not as ordered.",47,Kolkata,Food,Negative,Medium,No,In Stock,3,Correct
JioMart,3.0,"Order was correct, driver was professional.",21,Jaipur,Food,Positive,Low,Yes,Out of Stock,3,Incorrect
Blinkit,3.4,"support was average, no complaints.",34,Kolkata,Grocery,Neutral,Medium,Yes,In Stock,4,Incorrect
JioMart,3.7,"quick and reliable delivery, great service!",27,Jaipur,Food,Positive,Low,No,Out of Stock,4,Incorrect
Swiggy Instamart,3.3,Missing items and no response from support.,56,Lucknow,Essentials,Negative,Low,Yes,In Stock,3,Correct
Zepto,3.6,"Driver didn’t follow instructions, order was wrong.",30,Hyderabad,Electronics,Negative,Low,Yes,Out of Stock,2,Correct
Blinkit,3.9,"Package was mishandled, items broken.",39,Lucknow,Grocery,Negative,Medium,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,3.1,"Food arrived cold, packaging was damaged.",47,Bangalore,Food,Negative,Medium,No,In Stock,1,Correct
Swiggy Instamart,3.9,"Service was fine, could improve tracking.",25,Delhi,Pharmacy,Neutral,Low,Yes,In Stock,4,Correct
Zepto,1.1,Food was cold and poorly packaged.,38,Delhi,Food,Negative,Medium,No,Out of Stock,1,Incorrect
JioMart,1.9,"courier didn’t follow instructions, order was wrong.",44,Delhi,Food,Negative,Low,Yes,Out of Stock,3,Correct
JioMart,3.3,"Delivery was timely, but updates were slow.",23,Ahmedabad,Pharmacy,Neutral,Medium,No,In Stock,4,Incorrect
Blinkit,3.7,"Service was great, delivery was quick.",27,Pune,Essentials,Positive,High,No,In Stock,4,Correct
Swiggy Instamart,2.1,"Package was mishandled, items broken.",46,Kolkata,Pharmacy,Negative,High,No,Out of Stock,4,Correct
Zepto,3.6,"Items were damaged, no refund process.",52,Hyderabad,Electronics,Negative,High,No,In Stock,1,Correct
Swiggy Instamart,3.1,"Package was mishandled, contents were broken.",35,Jaipur,Pharmacy,Negative,Medium,Yes,In Stock,3,Correct
Blinkit,3.6,"Order was flawless, will use again!",32,Jaipur,Electronics,Positive,Medium,No,In Stock,3,Incorrect
JioMart,1.1,"Delivery was late, and the app didn’t update.",54,Hyderabad,Food,Negative,Low,No,Out of Stock,3,Incorrect
Swiggy Instamart,4.6,"Order was accurate, arrived earlier than expected.",31,Ahmedabad,Food,Positive,High,Yes,In Stock,5,Correct
Swiggy Instamart,3.5,"Delivery was fine, communication was okay.",28,Bangalore,Pharmacy,Neutral,Low,Yes,Out of Stock,4,Incorrect
JioMart,3.2,"Order was correct, service was okay.",39,Hyderabad,Food,Neutral,High,No,Out of Stock,3,Incorrect
JioMart,1.0,"Wrong items delivered, very frustrating experience.",32,Jaipur,Food,Negative,Medium,No,In Stock,3,Correct
Swiggy Instamart,3.6,"delivery person was impolite, left package in wrong spot.",58,Bangalore,Electronics,Negative,Medium,No,Out of Stock,4,Correct
JioMart,3.5,"Delivery was slightly delayed, driver was polite.",32,Lucknow,Grocery,Neutral,Low,Yes,Out of Stock,3,Correct
JioMart,3.6,"Delivery was timely, but app was slow.",20,Pune,Grocery,Neutral,Low,Yes,In Stock,3,Incorrect
Swiggy Instamart,4.7,"excellent customer service, quick delivery.",37,Kolkata,Pharmacy,Positive,High,Yes,In Stock,5,Correct
Swiggy Instamart,4.5,"Service was top-notch, no complaints!",33,Delhi,Essentials,Positive,Low,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.7,"Order was fine, delivery was on time.",25,Ahmedabad,Essentials,Neutral,Medium,No,In Stock,4,Incorrect
Swiggy Instamart,3.3,"Food spilled in the bag, completely unacceptable.",46,Lucknow,Essentials,Negative,Medium,Yes,In Stock,4,Incorrect
Zepto,3.4,"Order was fine, delivery was slightly late.",40,Pune,Grocery,Neutral,Low,No,Out of Stock,3,Incorrect
Blinkit,3.4,"Delivery was quick, food was hot.",33,Kolkata,Grocery,Positive,High,No,In Stock,5,Incorrect
Zepto,2.2,"Delivery was hours late, no tracking updates.",58,Kolkata,Pharmacy,Negative,Low,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,3.1,"Service was outstanding, highly satisfied.",39,Ahmedabad,Food,Positive,Medium,Yes,Out of Stock,3,Correct
JioMart,4.4,"Delivery was early, items were correct.",20,Hyderabad,Food,Positive,Low,No,In Stock,5,Correct
Swiggy Instamart,3.9,"Items were delivered, minor delay occurred.",37,Ahmedabad,Pharmacy,Neutral,High,Yes,In Stock,3,Correct
Blinkit,4.0,"Perfect service, no issues, highly recommend.",20,Lucknow,Grocery,Positive,Medium,Yes,In Stock,4,Incorrect
Zepto,3.2,"support was great, delivery was quick.",25,Ahmedabad,Pharmacy,Positive,Low,No,In Stock,5,Correct
Swiggy Instamart,4.0,"Items were delivered, no major problems.",40,Lucknow,Essentials,Neutral,Medium,No,In Stock,3,Correct
JioMart,4.2,"Driver was polite, order was accurate.",25,Mumbai,Grocery,Positive,High,Yes,In Stock,4,Correct
Blinkit,3.4,"Delivery took ages, no communication.",36,Hyderabad,Pharmacy,Negative,High,Yes,In Stock,3,Incorrect
Blinkit,4.1,"Items arrived in great condition, on time.",36,Kolkata,Food,Positive,Medium,Yes,In Stock,3,Incorrect
Blinkit,4.5,"Amazing delivery experience, no issues!",30,Hyderabad,Electronics,Positive,High,No,Out of Stock,4,Correct
Blinkit,4.0,"Service was amazing, everything was perfect.",30,Hyderabad,Food,Positive,Low,No,Out of Stock,4,Incorrect
JioMart,3.9,"Order was accurate, arrived early.",26,Kolkata,Electronics,Positive,Medium,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.1,"Service was great, delivery was quick.",23,Ahmedabad,Pharmacy,Positive,Low,Yes,In Stock,5,Incorrect
Zepto,4.3,"Delivery was smooth, food was fresh.",20,Bangalore,Pharmacy,Positive,Low,Yes,In Stock,5,Incorrect
Zepto,4.2,"Food arrived fresh, packaging was great.",29,Chennai,Food,Positive,Medium,No,In Stock,5,Correct
Zepto,2.6,"Missing items, no explanation provided.",40,Bangalore,Grocery,Negative,Medium,No,Out of Stock,1,Correct
Zepto,4.4,"Great experience, will order again!",34,Kolkata,Food,Positive,High,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.4,"Driver was polite, order was accurate.",29,Kolkata,Food,Positive,Medium,No,In Stock,4,Incorrect
Blinkit,3.3,"Order was fine, delivery was slightly late.",20,Pune,Electronics,Neutral,Medium,Yes,In Stock,4,Incorrect
Zepto,2.6,"Delivery took too long, food was lukewarm.",57,Delhi,Electronics,Negative,High,No,In Stock,4,Incorrect
JioMart,3.1,"Fast delivery, everything was as ordered.",21,Lucknow,Essentials,Positive,Low,No,In Stock,4,Correct
Zepto,3.9,"Order was correct, service was okay.",21,Ahmedabad,Grocery,Neutral,High,No,Out of Stock,4,Incorrect
JioMart,3.2,"Delivery was timely, but app was slow.",30,Chennai,Grocery,Neutral,Low,No,Out of Stock,4,Correct
JioMart,3.2,"Delivery was super fast, food was hot.",32,Kolkata,Pharmacy,Positive,High,Yes,In Stock,4,Incorrect
JioMart,3.6,"Order was fine, but driver seemed rushed.",31,Bangalore,Electronics,Neutral,High,Yes,Out of Stock,4,Correct
Blinkit,4.6,"Amazing delivery experience, no issues!",33,Delhi,Essentials,Positive,Low,No,Out of Stock,4,Correct
Zepto,3.9,Package was left in an unsafe location.,57,Lucknow,Food,Negative,High,Yes,Out of Stock,3,Incorrect
Blinkit,3.8,"support was standard, no issues but no wow factor.",20,Hyderabad,Electronics,Neutral,Medium,Yes,Out of Stock,3,Correct
Blinkit,3.4,"Delivery was fine, but app could be better.",27,Ahmedabad,Pharmacy,Neutral,Medium,No,Out of Stock,4,Correct
Swiggy Instamart,3.9,"Delivery was smooth, food was fresh.",31,Lucknow,Grocery,Positive,Medium,No,Out of Stock,3,Correct
Swiggy Instamart,3.6,"Delivery was quick, everything was great!",28,Pune,Essentials,Positive,Medium,Yes,In Stock,5,Incorrect
Blinkit,1.7,"Delivery was over an hour late, items were incorrect.",45,Lucknow,Food,Negative,Medium,No,Out of Stock,2,Incorrect
JioMart,3.0,"Delivery was over an hour late, goods were incorrect.",60,Lucknow,Pharmacy,Negative,High,No,In Stock,4,Incorrect
Swiggy Instamart,3.8,"Order arrived, tracking could be improved.",21,Lucknow,Grocery,Neutral,Medium,No,In Stock,3,Correct
Blinkit,3.7,"Delivery was okay, tracking wasn’t great.",23,Lucknow,Pharmacy,Neutral,Medium,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,3.9,"Delivery was okay, tracking wasn’t great.",39,Ahmedabad,Food,Neutral,High,Yes,Out of Stock,4,Correct
Blinkit,3.0,"Items in stock, delivered on time, awesome!",21,Delhi,Pharmacy,Positive,Low,No,Out of Stock,4,Correct
Zepto,3.9,"Service was great, delivery was quick.",23,Ahmedabad,Pharmacy,Positive,High,Yes,In Stock,5,Correct
Zepto,3.5,"Service was okay, nothing special.",26,Hyderabad,Essentials,Neutral,Low,Yes,In Stock,4,Incorrect
Blinkit,2.1,Food arrived late and was not fresh.,57,Jaipur,Essentials,Negative,High,No,Out of Stock,3,Incorrect
Blinkit,1.6,"Service was disorganized, delivery was late.",55,Mumbai,Grocery,Negative,Medium,Yes,In Stock,1,Incorrect
Zepto,3.8,"Items were delivered, no major problems.",34,Pune,Grocery,Neutral,Medium,Yes,In Stock,3,Correct
Blinkit,4.0,"Order was correct, driver was professional.",31,Bangalore,Essentials,Positive,High,Yes,Out of Stock,5,Correct
Zepto,3.2,"Delivery was okay, communication was lacking.",33,Lucknow,Essentials,Neutral,Low,No,In Stock,3,Incorrect
Zepto,2.4,"Package was damaged, contents were unusable.",30,Ahmedabad,Grocery,Negative,Low,Yes,Out of Stock,1,Correct
Zepto,2.7,Food was cold and poorly packaged.,33,Ahmedabad,Electronics,Negative,High,No,In Stock,3,Correct
JioMart,2.2,"Products were missing, support didn’t respond.",59,Chennai,Grocery,Negative,Medium,Yes,Out of Stock,1,Correct
Zepto,3.5,"Driver didn’t contact me, left order outside.",39,Lucknow,Pharmacy,Negative,Low,Yes,Out of Stock,3,Correct
Zepto,4.0,"Driver was friendly, service was awesome.",37,Lucknow,Food,Positive,Low,No,Out of Stock,5,Incorrect
JioMart,3.2,"Food arrived cold, packaging was damaged.",45,Kolkata,Grocery,Negative,High,No,In Stock,2,Correct
Blinkit,5.0,"Fast delivery, everything was as ordered.",22,Lucknow,Essentials,Positive,Low,Yes,Out of Stock,4,Incorrect
Zepto,3.4,"Delivery was fine, customer delivery was slow.",20,Bangalore,Grocery,Neutral,High,Yes,Out of Stock,3,Correct
Zepto,3.8,"Items were perfect, arrived right on time.",31,Kolkata,Pharmacy,Positive,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,4.0,"Professional driver, seamless delivery process.",30,Jaipur,Food,Positive,High,No,In Stock,4,Incorrect
Swiggy Instamart,3.4,"Service was decent, expected faster delivery.",31,Chennai,Pharmacy,Neutral,Medium,No,Out of Stock,3,Correct
JioMart,1.5,"Package was mishandled, contents were broken.",49,Jaipur,Pharmacy,Negative,Low,No,In Stock,1,Correct
JioMart,4.7,"Order was perfect, driver was courteous.",23,Jaipur,Essentials,Positive,Low,No,In Stock,5,Incorrect
Blinkit,3.3,"Items arrived, packaging was adequate.",36,Delhi,Grocery,Neutral,Medium,Yes,In Stock,3,Correct
Blinkit,3.4,"Order was spot on, arrived on time.",28,Chennai,Food,Positive,Low,No,Out of Stock,3,Incorrect
Zepto,3.6,"Delivery was quick, food was hot.",25,Chennai,Pharmacy,Positive,Medium,No,Out of Stock,3,Incorrect
Zepto,3.3,"Order arrived, but tracking was unreliable.",29,Jaipur,Electronics,Neutral,Medium,Yes,In Stock,3,Incorrect
Swiggy Instamart,1.7,"Package was damaged, terrible experience.",41,Delhi,Essentials,Negative,Low,Yes,In Stock,2,Incorrect
Zepto,3.6,"Order was perfect, delivery was quick.",38,Hyderabad,Essentials,Positive,Low,Yes,In Stock,5,Correct
Blinkit,1.1,Package was left in an unsafe location.,38,Hyderabad,Electronics,Negative,High,No,Out of Stock,1,Correct
Swiggy Instamart,1.2,"Driver didn’t follow instructions, order was wrong.",58,Lucknow,Essentials,Negative,Low,No,In Stock,1,Incorrect
JioMart,2.7,"Items were out of stock, no notice given.",48,Pune,Grocery,Negative,Medium,No,Out of Stock,3,Incorrect
JioMart,3.1,"Order was cancelled last minute, very annoying.",32,Bangalore,Essentials,Negative,Low,No,Out of Stock,1,Correct
Zepto,3.1,"Delivery was on time, items were correct.",29,Hyderabad,Electronics,Positive,Medium,No,Out of Stock,3,Correct
Blinkit,3.6,"Delivery was timely, but communication lacked.",37,Lucknow,Grocery,Neutral,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,1.6,"Delivery was late, food was cold.",56,Bangalore,Electronics,Negative,Medium,Yes,In Stock,4,Correct
Zepto,3.3,"Delivery was okay, but updates were slow.",33,Hyderabad,Electronics,Neutral,Low,No,In Stock,3,Correct
Blinkit,3.4,"Delivery was timely, but updates were slow.",35,Hyderabad,Pharmacy,Neutral,Low,Yes,In Stock,4,Incorrect
Blinkit,3.7,"Fast and reliable delivery, great service!",35,Pune,Pharmacy,Positive,Medium,Yes,Out of Stock,3,Correct
JioMart,2.4,"Items were out of stock, no notice given.",56,Ahmedabad,Food,Negative,Low,Yes,Out of Stock,1,Correct
Swiggy Instamart,4.2,"Fast and reliable delivery, great service!",32,Pune,Grocery,Positive,Low,No,Out of Stock,4,Incorrect
JioMart,3.8,"Delivery was slightly delayed, driver was polite.",25,Ahmedabad,Grocery,Neutral,High,No,In Stock,3,Incorrect
JioMart,3.8,"Order cancelled without notice, wasted my time.",51,Jaipur,Food,Negative,Low,Yes,In Stock,3,Incorrect
JioMart,3.1,"Delivery was okay, but updates were slow.",29,Bangalore,Food,Neutral,High,No,Out of Stock,3,Correct
JioMart,3.1,"Package was mishandled, items broken.",36,Hyderabad,Grocery,Negative,High,No,In Stock,4,Incorrect
Swiggy Instamart,3.3,"Items arrived, service was decent.",40,Hyderabad,Electronics,Neutral,Low,No,In Stock,4,Correct
Swiggy Instamart,3.8,"Order was correct, service was okay.",22,Jaipur,Essentials,Neutral,Low,No,Out of Stock,3,Correct
Zepto,4.3,"Items arrived in great condition, on time.",33,Ahmedabad,Pharmacy,Positive,Medium,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,3.8,"Order arrived early, packaging was great.",38,Chennai,Essentials,Positive,Low,No,Out of Stock,3,Incorrect
Swiggy Instamart,2.6,"Order was incomplete, support was unhelpful.",33,Pune,Essentials,Negative,High,Yes,In Stock,2,Correct
Zepto,2.6,"Items were incorrect, no resolution offered.",54,Bangalore,Food,Negative,Medium,No,In Stock,2,Correct
Zepto,4.3,"Amazing delivery experience, no issues!",35,Pune,Grocery,Positive,Low,No,In Stock,3,Incorrect
Swiggy Instamart,3.5,"Order was cancelled last minute, very annoying.",52,Hyderabad,Essentials,Negative,Low,Yes,In Stock,3,Correct
Zepto,3.0,"Great service, items were well-packaged.",25,Kolkata,Food,Positive,Medium,No,Out of Stock,4,Correct
Blinkit,3.6,"Delivery was on time, but tracking could improve.",31,Bangalore,Electronics,Neutral,High,Yes,Out of Stock,3,Correct
JioMart,2.5,"Package was damaged, contents were unusable.",30,Pune,Essentials,Negative,Medium,No,In Stock,3,Incorrect
JioMart,3.9,"assistance was outstanding, highly satisfied.",28,Delhi,Electronics,Positive,Medium,No,In Stock,5,Incorrect
JioMart,3.6,"Order was correct, service was okay.",31,Chennai,Electronics,Neutral,Low,No,In Stock,3,Correct
Swiggy Instamart,1.4,"Service was slow, items were not as ordered.",34,Bangalore,Essentials,Negative,Low,No,In Stock,3,Incorrect
JioMart,3.8,"Order was fine, delivery was on time.",23,Delhi,Food,Neutral,Medium,Yes,In Stock,3,Incorrect
Blinkit,3.0,"Fantastic delivery, food was fresh.",32,Bangalore,Food,Positive,High,Yes,Out of Stock,4,Incorrect
Blinkit,4.0,"Items were out of stock, no prior warning.",54,Chennai,Grocery,Negative,Medium,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,4.0,"Order arrived, but tracking was unreliable.",24,Hyderabad,Essentials,Neutral,Medium,Yes,In Stock,3,Incorrect
Zepto,4.0,"Items were perfect, arrived right on time.",25,Pune,Food,Positive,Low,Yes,In Stock,3,Correct
Blinkit,2.6,Food arrived late and was not fresh.,32,Delhi,Electronics,Negative,High,No,In Stock,3,Incorrect
Swiggy Instamart,3.1,"Service was disorganized, delivery was late.",31,Pune,Food,Negative,Medium,No,Out of Stock,1,Incorrect
Blinkit,3.4,"Delivery was slightly delayed, driver was polite.",35,Bangalore,Electronics,Neutral,Medium,No,In Stock,3,Incorrect
JioMart,3.5,"Amazing service, very professional driver.",33,Delhi,Food,Positive,High,No,In Stock,3,Incorrect
JioMart,5.0,"Great customer service, quick delivery.",32,Delhi,Electronics,Positive,Low,Yes,Out of Stock,3,Incorrect
JioMart,3.4,"Delivery was quick, service was excellent.",33,Ahmedabad,Pharmacy,Positive,Medium,Yes,In Stock,5,Incorrect
Blinkit,3.8,"Items arrived, packaging was adequate.",20,Mumbai,Electronics,Neutral,Low,No,Out of Stock,3,Incorrect
Zepto,3.5,"Products were missing, support didn’t respond.",41,Hyderabad,Pharmacy,Negative,High,Yes,In Stock,1,Correct
Zepto,4.5,"Delivery was lightning fast, great job!",21,Pune,Electronics,Positive,Medium,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,4.2,"Super fast delivery, everything was perfect!",31,Delhi,Food,Positive,High,No,Out of Stock,3,Incorrect
Blinkit,3.6,"Took forever to deliver, no updates provided.",47,Delhi,Electronics,Negative,High,No,Out of Stock,1,Correct
JioMart,3.9,"goods were well-packaged, arrived on time.",34,Chennai,Grocery,Positive,High,Yes,In Stock,5,Correct
Zepto,3.0,"Got my order, packaging could be better.",36,Jaipur,Pharmacy,Neutral,High,No,Out of Stock,3,Correct
Zepto,4.7,"Service was top-notch, no complaints!",20,Hyderabad,Food,Positive,High,No,In Stock,4,Incorrect
Zepto,3.5,"Great customer service, quick delivery.",33,Delhi,Pharmacy,Positive,Low,Yes,Out of Stock,3,Incorrect
JioMart,3.8,"Order cancelled without notice, wasted my time.",30,Hyderabad,Food,Negative,Low,Yes,In Stock,4,Correct
Blinkit,3.3,"Delivery was on time, but tracking could improve.",31,Bangalore,Essentials,Neutral,Low,No,Out of Stock,3,Correct
Blinkit,3.4,"Service was decent, nothing stood out.",27,Bangalore,Grocery,Neutral,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,4.9,"Fast delivery, driver was courteous.",21,Bangalore,Essentials,Positive,Low,Yes,In Stock,3,Incorrect
Blinkit,4.0,"Great service, items were well-packaged.",33,Pune,Electronics,Positive,Medium,No,In Stock,3,Correct
Zepto,1.4,"Delivery was late, and the app didn’t update.",47,Kolkata,Electronics,Negative,High,No,In Stock,2,Correct
Blinkit,3.5,"Order was correct, but packaging was okay.",22,Bangalore,Electronics,Neutral,High,No,Out of Stock,4,Correct
Blinkit,4.0,"Delivery was quick, everything was great!",29,Hyderabad,Food,Positive,High,No,Out of Stock,3,Incorrect
Swiggy Instamart,5.0,"Service was amazing, everything was perfect.",35,Mumbai,Food,Positive,Low,Yes,Out of Stock,4,Correct
JioMart,3.1,"Order was fine, delivery was on time.",32,Pune,Grocery,Neutral,High,Yes,Out of Stock,3,Correct
Blinkit,4.8,"Service was great, delivery was quick.",23,Mumbai,Electronics,Positive,High,Yes,In Stock,3,Incorrect
JioMart,3.6,"Order was flawless, will use again!",26,Delhi,Food,Positive,Low,No,In Stock,3,Correct
Blinkit,2.9,Food arrived late and was not fresh.,46,Hyderabad,Essentials,Negative,Medium,No,Out of Stock,2,Correct
Zepto,2.7,"Order was incomplete, support was unhelpful.",34,Chennai,Pharmacy,Negative,Medium,Yes,In Stock,3,Correct
Zepto,3.5,"Service was slow, support was unhelpful.",52,Pune,Essentials,Negative,High,No,In Stock,4,Incorrect
Blinkit,3.5,"Great customer service, quick delivery.",38,Delhi,Pharmacy,Positive,Low,Yes,In Stock,4,Correct
Blinkit,1.5,"Order was cancelled last minute, very annoying.",44,Pune,Essentials,Negative,High,Yes,In Stock,4,Incorrect
Zepto,3.5,"Food arrived fresh, packaging was great.",38,Delhi,Grocery,Positive,Low,No,In Stock,4,Correct
JioMart,3.0,"order were correct, experience was average.",27,Kolkata,Electronics,Neutral,High,No,In Stock,4,Incorrect
Blinkit,2.4,"Driver ignored instructions, poor service.",56,Jaipur,Food,Negative,Low,No,Out of Stock,4,Correct
Zepto,5.0,"Order was spot on, arrived on time.",25,Delhi,Electronics,Positive,Medium,No,In Stock,5,Correct
JioMart,3.7,"Delivery was on time, service was average.",38,Ahmedabad,Electronics,Neutral,High,No,In Stock,3,Incorrect
JioMart,3.6,"Driver was polite, order was accurate.",33,Chennai,Essentials,Positive,Medium,No,In Stock,3,Correct
JioMart,3.1,"Delivery was okay, but updates were slow.",33,Hyderabad,Grocery,Neutral,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,2.8,"Received damaged goods, no refund offered.",49,Lucknow,Pharmacy,Negative,Medium,Yes,In Stock,2,Correct
Swiggy Instamart,4.0,"Order was fine, delivery was slightly late.",38,Pune,Grocery,Neutral,Low,No,In Stock,4,Correct
Swiggy Instamart,3.8,"Order was cancelled last minute, very annoying.",49,Mumbai,Electronics,Negative,Medium,No,In Stock,4,Incorrect
JioMart,2.2,"Package was mishandled, contents were broken.",35,Chennai,Food,Negative,Low,Yes,In Stock,4,Incorrect
Zepto,5.0,"Order was perfect, delivery was quick.",40,Hyderabad,Pharmacy,Positive,Medium,No,In Stock,4,Correct
Swiggy Instamart,3.5,"Delivery was okay, but updates were slow.",30,Hyderabad,Pharmacy,Neutral,High,Yes,Out of Stock,4,Incorrect
Blinkit,3.7,"Delivery was fine, customer service was slow.",29,Bangalore,Food,Neutral,Medium,No,In Stock,4,Correct
Swiggy Instamart,1.6,"Delivery was late, food was cold.",34,Chennai,Essentials,Negative,Low,Yes,Out of Stock,2,Correct
Zepto,4.1,"Professional driver, seamless delivery process.",22,Ahmedabad,Pharmacy,Positive,High,Yes,Out of Stock,4,Incorrect
Zepto,5.0,"Driver was professional, items were perfect.",33,Pune,Electronics,Positive,Medium,No,In Stock,3,Correct
JioMart,3.9,"Driver was professional, items were perfect.",27,Pune,Electronics,Positive,Medium,No,In Stock,5,Correct
Swiggy Instamart,3.1,"Professional driver, seamless delivery process.",33,Bangalore,Grocery,Positive,High,Yes,In Stock,5,Correct
Zepto,4.0,"Service was fine, could improve tracking.",35,Ahmedabad,Essentials,Neutral,Low,No,Out of Stock,3,Incorrect
Swiggy Instamart,4.5,"Great customer service, quick delivery.",30,Jaipur,Electronics,Positive,Low,No,Out of Stock,3,Incorrect
Blinkit,3.8,"Order was fine, delivery was on time.",38,Bangalore,Pharmacy,Neutral,Medium,No,In Stock,3,Correct
Swiggy Instamart,1.5,"Food arrived cold, packaging was damaged.",42,Mumbai,Pharmacy,Negative,Low,No,Out of Stock,2,Incorrect
Zepto,3.1,"Service was acceptable, could be smoother.",23,Chennai,Grocery,Neutral,Low,No,Out of Stock,4,Incorrect
Swiggy Instamart,3.6,"Delivery was smooth, food was fresh.",26,Bangalore,Essentials,Positive,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.2,"Delivery was on time, app was glitchy.",21,Bangalore,Pharmacy,Neutral,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,2.9,"Food arrived cold, packaging was damaged.",32,Mumbai,Essentials,Negative,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,3.1,"Order was fine, delivery was on time.",27,Delhi,Electronics,Neutral,Medium,No,Out of Stock,3,Incorrect
Blinkit,2.0,"Wrong items delivered, very inconvenient.",41,Jaipur,Essentials,Negative,High,No,In Stock,1,Correct
Blinkit,2.2,"Driver was rude, delivery was delayed.",37,Lucknow,Grocery,Negative,Low,No,Out of Stock,2,Incorrect
Swiggy Instamart,3.0,"Fantastic experience, everything spot on!",40,Jaipur,Electronics,Positive,Medium,Yes,Out of Stock,3,Correct
Zepto,3.1,"Order was delayed, no updates given.",53,Bangalore,Essentials,Negative,High,No,Out of Stock,2,Incorrect
Zepto,2.8,"Food arrived soggy, terrible quality control.",58,Delhi,Essentials,Negative,Medium,No,Out of Stock,2,Correct
Swiggy Instamart,4.0,"Delivery was on time, assistance was average.",25,Bangalore,Food,Neutral,High,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,2.1,"Items were out of stock, no notice given.",40,Jaipur,Grocery,Negative,High,No,In Stock,4,Incorrect
Zepto,4.7,"Perfect service, no issues, highly recommend.",22,Lucknow,Pharmacy,Positive,High,No,Out of Stock,5,Incorrect
JioMart,1.5,"Food arrived soggy, terrible quality control.",44,Jaipur,Pharmacy,Negative,Low,Yes,Out of Stock,4,Correct
Blinkit,1.2,"Products were missing, support didn’t respond.",56,Ahmedabad,Essentials,Negative,Medium,No,In Stock,4,Correct
Swiggy Instamart,3.9,"Food arrived fresh, packaging was great.",31,Lucknow,Grocery,Positive,Medium,Yes,Out of Stock,5,Correct
Swiggy Instamart,1.2,"Order was delayed by hours, no apology given.",34,Mumbai,Electronics,Negative,High,Yes,Out of Stock,3,Correct
JioMart,3.6,"Delivery was fine, communication was okay.",23,Jaipur,Pharmacy,Neutral,High,No,In Stock,3,Incorrect
Zepto,3.9,"order arrived, assistance was decent.",34,Lucknow,Electronics,Neutral,High,No,Out of Stock,4,Incorrect
Zepto,1.9,"Items were out of stock, no notice given.",54,Pune,Essentials,Negative,High,No,Out of Stock,3,Correct
Swiggy Instamart,4.4,"Super fast delivery, everything was perfect!",33,Chennai,Electronics,Positive,Low,Yes,In Stock,4,Incorrect
Zepto,3.1,"Delivery was on time, app was glitchy.",40,Chennai,Grocery,Neutral,Low,No,In Stock,3,Incorrect
Blinkit,1.7,"Received damaged goods, no refund offered.",52,Mumbai,Electronics,Negative,High,Yes,Out of Stock,2,Incorrect
Zepto,1.5,"Delivery took ages, no communication.",40,Pune,Food,Negative,Low,No,In Stock,1,Incorrect
Swiggy Instamart,3.9,"Order arrived fine, items were as expected.",28,Bangalore,Essentials,Neutral,Low,No,Out of Stock,3,Correct
JioMart,3.2,"Items were delivered, minor delay occurred.",36,Chennai,Grocery,Neutral,High,Yes,In Stock,4,Correct
JioMart,3.5,"Order was fine, but driver seemed rushed.",30,Pune,Pharmacy,Neutral,Medium,No,In Stock,3,Correct
